id_measures,Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
37,Riiser-Larsen,25.27,6.62,10.95,9.92,-9.25,6.19,6.13,5.67,10.16,-4.3,7.13,2.5,6.4,9.01,3.7,-10.73,6.42,3.76,4.39,4.26,6.36,3.04
34,Ronne,-1269.23,-13.77,151.03,153.75,124.5,148.13,98.77,194.16,166.08,54.0,165.52,162.97,162.41,153.8,125.0,134.44,113.61,130.0,128.2,133.22,140.47,122.67
171,Rose_Point,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Ross_East,91.78,-94.39,29.75,-1015.59,-25.24,44.53,41.19,33.9,72.32,25.69,36.18,52.38,43.51,42.42,37.94,47.62,35.88,47.47,42.95,36.89,48.48,38.67
70,Ross_West,-2839.96,39.94,117.34,108.99,3.22,79.34,99.38,69.23,189.16,38.36,83.42,127.27,86.63,116.89,91.74,104.55,95.4,117.55,96.82,113.44,107.86,81.48
20,Rund_Bay,-0.32,-13.22,0.19,0.23,-0.18,0.25,-0.01,-0.12,-0.58,0.01,0.01,-0.02,-0.01,0.01,0.11,0.07,0.04,-0.1,0.07,0.04,0.06,0.04
180,Rydberg_Peninsula_1,-0.14,0.0,0.0,0.04,0.0,-0.01,-0.01,0.0,0.02,0.0,-0.02,0.0,0.0,0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.05
181,Rydberg_Peninsula_2,0.44,-0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-0.01,0.0,0.0,0.0,0.0,0.0,-0.01
150,Sandford,2.52,0.84,1.3,1.07,-0.03,0.4,0.85,-0.54,1.26,-0.5,1.0,0.66,0.52,0.4,-0.68,-1.21,0.81,-3.26,0.06,-0.01,0.0,0.0
100,Shackleton,69.88,-72.99,-28.37,31.34,4.38,28.16,20.74,30.47,41.62,-2.54,-17.97,35.18,21.83,24.57,6.55,41.57,32.62,22.79,22.55,29.13,27.99,-2.01
10,Shirase,4.37,-0.07,7.68,4.91,0.6,3.69,1.0,1.12,1.84,0.68,2.43,1.98,2.94,3.89,3.09,-0.33,4.31,3.66,-6.96,0.28,0.31,-0.51
11,Skallen,0.65,-2.39,0.01,0.04,0.05,-0.06,-0.05,0.02,0.06,0.02,-0.05,-0.05,0.02,0.06,0.02,-0.06,-0.06,-0.02,-0.02,0.04,0.0,0.0
89,Slava,-17.46,1.59,3.51,3.36,0.68,2.94,1.28,0.62,0.31,-3.77,2.88,1.33,1.52,2.78,3.2,1.59,2.56,2.31,2.47,2.48,-27.45,-0.08
30,SmithInlet,-0.03,-0.05,0.03,0.01,0.0,0.01,-0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,-0.04,0.0,0.0,0.0
103,Sorsdal,2.13,-1.27,0.66,0.65,-1.36,-0.6,0.52,-1.1,0.98,-1.31,-0.78,0.13,0.11,0.19,0.34,-1.15,-0.72,0.21,0.18,0.11,0.05,-0.02
52,Stange,5.64,0.26,-3.31,2.8,-2.75,4.92,-0.72,5.48,11.73,-8.17,-0.06,-0.76,-0.71,-6.21,-5.78,-24.44,0.72,0.29,0.19,0.01,0.08,-0.73
65,Sulzberger,0.66,-3.74,0.7,0.82,-0.86,0.76,0.27,0.26,0.35,-1.1,0.72,-1.26,0.16,0.08,-2.91,0.88,1.73,-0.7,0.16,0.23,0.03,-0.3
131,Suter,-0.03,-0.49,0.0,0.0,-0.03,-0.03,-0.03,0.03,0.0,0.0,-0.5,-0.02,0.01,-0.01,-0.01,-0.03,0.08,0.01,0.03,0.01,0.04,0.0
163,Suvorov,-0.23,1.44,0.77,0.55,-0.36,0.26,0.21,0.22,0.49,-0.83,-1.66,0.33,0.29,0.27,-0.29,-1.05,0.27,0.35,0.16,0.21,-1.33,-0.01
66,Swinburne,2.5,-2.72,1.03,1.15,-0.41,1.04,0.71,0.55,0.94,-1.46,-2.42,-2.92,0.08,0.27,-1.69,0.16,0.93,-3.68,0.11,0.11,0.07,0.02
9,Telen,-0.33,-3.25,0.1,0.02,-0.01,-0.01,0.04,-0.02,-0.02,0.03,-0.02,0.04,-0.04,-0.06,0.0,-0.05,-0.02,0.01,0.01,0.05,-0.41,-0.09
175,Thomson,-0.49,-0.21,0.26,0.23,0.06,-0.13,0.01,0.08,0.17,-0.07,-0.09,-0.73,-0.03,0.03,-0.12,-0.06,0.0,0.01,0.05,0.07,0.06,-0.03
56,Thwaites,0.39,41.1,-118.52,0.59,-120.99,67.38,51.92,43.54,52.74,19.63,-253.19,-37.44,-475.82,-802.57,-69.58,-16.32,-64.99,-41.28,-47.36,-6.86,2.83,-122.9
79,Tinker,0.06,0.01,0.03,0.03,-0.03,0.0,0.0,0.02,0.05,-0.06,0.0,-0.06,0.0,-0.01,-0.01,-0.52,-0.01,0.0,0.0,0.0,-0.02,0.0
98,Totten,11.92,1.79,17.77,12.62,-11.11,3.84,-6.44,-20.69,38.59,-17.4,9.13,-28.28,4.35,-3.62,0.36,28.97,-29.72,7.66,-24.94,4.18,-5.72,-17.94
24,Tracy_Tremenchus,-1.96,-8.52,-0.04,0.03,-0.48,0.03,-0.05,0.07,-0.01,-0.56,0.04,0.16,-0.61,-0.47,-0.83,-1.14,0.24,0.21,0.17,0.11,-0.93,0.0
84,Tucker,0.25,-0.19,0.12,0.13,-0.45,0.13,-0.21,0.04,0.16,-0.06,0.17,0.16,0.12,-0.05,0.07,-0.48,0.34,0.01,0.01,0.0,-0.02,0.0
25,Underwood,6.53,2.23,6.1,3.19,-2.59,2.59,0.0,0.07,0.43,-3.05,0.22,-9.45,1.27,3.34,2.8,6.9,5.15,4.62,3.41,3.03,-6.24,-20.37
116,Utsikkar,0.23,-0.29,0.3,0.35,-0.84,0.33,0.26,0.17,0.23,-0.43,0.23,0.2,0.16,-0.02,0.17,0.31,0.48,0.18,-0.71,0.04,0.09,-0.02
53,Venable,21.92,-1.17,-2.16,2.82,-9.31,0.78,3.47,3.29,5.02,-10.7,-2.74,-4.9,-1.46,-14.79,-7.41,-9.03,0.54,0.09,0.13,0.13,0.19,-0.09
47,Verdi,-5.1,-1.34,0.79,0.98,-1.47,-1.23,0.43,0.23,-2.57,-1.82,-0.78,-1.42,-0.17,0.09,-0.82,-0.2,0.15,0.04,0.01,0.08,0.1,-6.82
123,Vigrid,3.44,-1.71,1.86,1.68,-3.27,0.44,-59.2,-1.47,8.52,-7.43,2.41,2.53,2.61,1.96,0.51,-5.07,0.09,0.09,0.07,0.06,0.01,-0.02
159,Vincennes_Bay,16.03,1.97,6.81,3.76,-11.62,1.71,-13.96,1.88,3.59,-5.35,-12.76,-2.76,0.63,6.13,3.51,-7.89,1.07,0.77,-2.83,0.18,0.11,-0.06
97,Voyeykov,-4.05,-48.13,0.24,0.11,-0.01,-0.4,-0.16,-0.22,-0.15,-1.97,-0.36,-0.26,-0.34,-0.32,-20.13,3.11,3.02,-1.2,1.28,0.75,0.04,-0.15
164,Walgreen_Coast_1,1.29,0.31,0.71,0.84,0.15,0.51,0.59,0.6,0.35,-1.9,-1.72,0.39,0.14,0.54,0.6,-3.63,0.0,0.0,0.0,0.0,0.03,-0.12
3,Walgreen_Coast_2,-0.63,-0.41,0.13,0.12,-0.35,0.12,0.14,0.13,0.01,-0.4,0.12,-0.3,-0.06,0.12,0.11,-0.43,0.0,0.0,0.0,0.02,-0.02,0.0
92,WattBay,-0.01,-0.25,0.13,0.12,-0.27,0.12,-0.35,0.15,0.5,-0.41,0.16,-0.34,0.08,0.07,0.12,-0.1,0.31,0.09,0.09,0.06,-0.12,0.0
102,West,60.52,9.45,38.53,30.24,-9.86,40.55,21.72,29.79,49.92,11.71,5.2,16.38,21.71,9.02,-77.74,-6.35,21.83,13.16,1.88,0.88,12.41,-21.25
152,Whittle,0.2,0.06,0.11,0.09,0.02,0.0,0.0,0.0,0.06,-0.07,0.02,0.03,0.01,0.0,-0.07,0.03,0.02,0.01,0.0,0.01,0.01,0.0
50,Wilkins,-136.51,-19.26,1.82,4.25,-19.28,0.74,5.84,4.23,-196.07,-15.86,-187.03,-1.58,-1.56,-4.51,-7.23,-16.61,-1.01,-1.21,-3.82,1.73,1.28,-11.34
151,Williamson,3.1,-17.84,0.14,0.19,0.02,-0.09,-0.03,0.08,0.12,-0.13,-0.1,0.01,0.15,0.14,-0.16,1.97,2.13,1.95,1.49,1.09,0.86,-4.37
16,WilmaRobertDowner,4.28,0.03,1.08,1.11,-0.62,1.0,0.82,0.31,-10.75,-2.01,1.5,1.34,1.22,1.29,0.14,0.15,0.45,0.17,0.17,0.17,0.18,-0.11
68,Withrow,1.58,1.0,0.79,0.99,-0.07,1.28,-1.25,0.55,7.68,-1.46,-5.46,-0.08,0.72,0.97,0.52,1.49,0.54,-1.07,0.39,0.28,-4.27,-0.02
42,Wordie_(Airy_Rotz_Seller),-5.96,0.84,1.19,0.68,-0.3,0.55,0.35,-5.67,-15.1,-0.1,0.05,0.0,0.01,0.02,-0.09,0.05,0.01,0.0,0.0,0.0,0.0,-0.01
40,Wordie_(Cape_Jeremy),-4.18,-3.86,0.12,0.06,-0.41,-0.38,0.09,0.21,-3.39,-0.15,0.01,0.06,0.02,0.03,-0.28,0.18,0.01,0.0,0.03,0.0,0.0,-0.01
44,Wordie_(Harriott),-3.43,0.13,0.26,0.17,-0.07,-0.19,0.05,-2.44,-0.62,-0.14,0.06,-0.04,0.0,0.01,-0.02,0.01,0.02,0.01,0.0,0.0,0.0,0.0
43,Wordie_(Harriott_Headland),-3.01,-0.67,0.07,0.15,-0.07,0.15,0.06,-0.43,-1.61,-0.87,0.41,0.1,0.05,-0.01,-0.44,0.2,0.09,0.06,0.04,0.03,0.03,-0.03
41,Wordie_(Prospect),-7.1,-4.01,1.49,1.63,0.52,-2.67,0.26,0.14,-14.86,-0.13,0.06,0.02,0.01,0.01,-0.08,0.02,0.01,0.0,0.0,0.0,0.01,-0.01
82,Wylde,-0.55,-1.86,0.0,-0.03,0.01,-0.31,-0.02,0.06,0.08,-0.01,-2.1,0.02,0.02,0.0,-0.01,0.2,0.02,0.01,0.03,0.01,0.01,0.0
93,Zelee,-1.36,0.0,0.2,0.2,-0.33,0.06,-0.22,0.12,0.2,-0.16,-0.04,-0.28,0.14,0.2,0.02,1.46,1.05,0.63,0.47,0.41,-3.81,-0.03
15,Zubchatyy,-0.11,-2.24,0.01,0.06,0.18,-0.49,0.15,0.08,0.27,-0.03,-0.71,0.09,0.23,0.38,0.02,-0.02,0.0,0.16,0.22,0.15,0.18,0.0
