id_measures,Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
149,Marret,-0.41,0,0,0,-0.39,0,0,0,0,-0.75,0,0,-0.04,0,-0.05,0,0,0,0,0,0,-0.06
88,Matusevitch,0,-72.0,0,0,-6.14,0,-3.97,0,0,-6.44,0,0,0,0,0,-21.18,-0.82,0,0,0,0,-0.51
26,May_Glacier,-3.64,-6.21,0,0,0,0,0,0,0,0,-0.77,-1.06,0,0,0,0,0,0,0,0,-9.28,-0.13
142,McLeod,0,0,0,0,0,0,0,0,-0.11,-0.17,0,0,0,0,-0.1,0,0,0,0,0,0,0
48,Mendelssohn,0,0,0,0,-0.32,-3.42,0,0,-7.44,-1.49,0,-0.56,0,0,-2.06,0,-0.49,0,0,0,0,-0.01
91,Mertz,0,0,0,0,-8.97,0,0,0,0,-11.14,-544.82,0,0,0,0,0,0,0,0,0,0,0
96,Morse,-0.84,0,0,0,-0.01,-0.01,-0.16,0,0,0,-0.2,0,0,0,0,-0.3,0,0,0,-0.02,0,0
157,Moscow_University,0,-2.04,0,0,-8.44,0,0,-0.37,-0.94,-14.41,0,-11.61,0,0,0,0,-5.56,0,-38.65,0,0,-7.59
85,Moubray,0,0,0,0,-0.19,0,0,0,0,-0.01,0,0,0,0,-0.03,-0.35,0,0,0,0,0,-0.01
117,Mulebreen,0,0,0,0,-0.9,0,-1.95,0,0,-1.15,-10.8,0,0,0,0,-1.28,0,0,0,0,0,-0.06
13,Myers,-2.38,-3.64,0,0,0,-2.36,0,0,0,0,-3.62,0,0,0,-0.13,0,0,0,0,0,0,-0.08
64,Nickerson,0,-14.27,0,0,-3.07,0,-11.57,-1.88,0,-10.04,0,-5.29,0,0,0,0,0,0,0,0,0,0
162,Ninnis,-239.25,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,-6.44,0,0,0,-396.71
122,Nivl,0,0,0,0,-1.62,0,0,0,0,0,0,0,0,0,-0.02,-1.57,-0.02,0,0,0,0,-0.01
87,Noll,0,-1.16,0,0,-0.58,0,0,0,0,-0.02,0,0,0,0,0,-0.41,0,-3.02,0,-0.02,-0.01,0
72,Nordenskjold,0,0,0,0,-0.17,0,0,0,0,0,-0.08,0,-0.05,0,-0.05,-0.32,0,-0.36,0,0,0,-0.09
129,Parker,0,0,0,0,-0.1,0,-0.07,-0.02,0,-0.1,0,-0.1,-0.04,0,0,-0.84,0,0,0,0,-0.02,0
141,Paternostro,0,0,0,0,0,-0.01,0,0,-0.02,-0.07,0,0,0,0,-0.02,0,0,0,0,0,0,0
169,Perkins,0,0,0,0,0,-0.36,0,0,0,0,-1.35,0,-0.01,0,-0.12,0,0,0,0,0,0,0
2,Philbin_Inlet,0,-0.34,0,0,-0.66,0,-0.61,0,0,-0.89,0,-0.61,0,0,0,-0.35,0,0,0,0,0,0
55,Pine_Island,0,-235.46,0,-0.86,0,0,0,0,0,-305.84,0,0,0,0,-263.94,0,-159.89,0,-57.66,-117.22,-90.78,0
14,Porter,0,-0.43,0,0,-0.19,0,0,0,0,-0.6,0,0,0,0,-0.61,0,-0.7,0,0,0,0,0
95,PourquoiPas,0,0,0,0,0,0,0,-15.7,0,-8.47,0,0,0,0,0,0,0,0,0,0,0,0
158,Prince_Harald,0,-142.57,0,0,-9.96,0,0,0,0,-3.63,0,0,0,0,0,0,0,-32.48,-0.09,-0.17,-0.14,-1.26
104,Publications,0,-1.11,-1.21,0,-47.04,0,-2.33,0,-22.47,-1.82,0,0,0,0,0,-11.99,-5.52,0,0,0,0,0
38,Quar,-6.18,-0.52,0,0,-1.27,0,0,0,0,0,0,0,0,0,0,-4.68,0,0,0,0,0,0
136,Quatermain_Point,0,0,0,0,-0.02,0,0,0,0,0,0,0,0,0,0,-0.16,0,0,0,0,0,0
12,Rayner_Thyer,0,0,0,0,-1.12,0,0,0,-1.52,-3.01,-5.96,0,0,0,0,0,0,-17.41,0,0,0,0
86,Rennick,0,0,0,0,-0.59,0,0,0,0,-0.81,0,0,0,0,0,-0.52,0,0,0,0,0,-0.19
67,Richter,0,0,0,0,-1.24,0,0,-0.45,0,-2.35,-0.01,-1.07,0,0,0,-1.34,0,0,0,0,0,-0.02
37,Riiser-Larsen,0,0,0,0,-9.25,0,0,0,0,-4.3,0,0,0,0,0,-10.73,0,0,0,0,0,0
34,Ronne,-1269.23,-13.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Rose_Point,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,-0.02,0,0,0,0,0,0,0
71,Ross_East,0,-94.39,0,-1015.59,-25.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Ross_West,-2839.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
