id_measures,Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
3,Walgreen_Coast_2,0,0,0.13,0.12,0,0.12,0.14,0.13,0.01,0,0.12,0,0,0.12,0.11,0,0,0,0,0.02,0,0
92,WattBay,0,0,0.13,0.12,0,0.12,0,0.15,0.5,0,0.16,0,0.08,0.07,0.12,0,0.31,0.09,0.09,0.06,0,0
102,West,60.52,9.45,38.53,30.24,0,40.55,21.72,29.79,49.92,11.71,5.2,16.38,21.71,9.02,0,0,21.83,13.16,1.88,0.88,12.41,0
152,Whittle,0.2,0.06,0.11,0.09,0.02,0,0,0,0.06,0,0.02,0.03,0.01,0,0,0.03,0.02,0.01,0,0.01,0.01,0
50,Wilkins,0,0,1.82,4.25,0,0.74,5.84,4.23,0,0,0,0,0,0,0,0,0,0,0,1.73,1.28,0
151,Williamson,3.1,0,0.14,0.19,0.02,0,0,0.08,0.12,0,0,0.01,0.15,0.14,0,1.97,2.13,1.95,1.49,1.09,0.86,0
16,WilmaRobertDowner,4.28,0.03,1.08,1.11,0,1.0,0.82,0.31,0,0,1.5,1.34,1.22,1.29,0.14,0.15,0.45,0.17,0.17,0.17,0.18,0
68,Withrow,1.58,1.0,0.79,0.99,0,1.28,0,0.55,7.68,0,0,0,0.72,0.97,0.52,1.49,0.54,0,0.39,0.28,0,0
42,Wordie_(Airy_Rotz_Seller),0,0.84,1.19,0.68,0,0.55,0.35,0,0,0,0.05,0,0.01,0.02,0,0.05,0.01,0,0,0,0,0
40,Wordie_(Cape_Jeremy),0,0,0.12,0.06,0,0,0.09,0.21,0,0,0.01,0.06,0.02,0.03,0,0.18,0.01,0,0.03,0,0,0
44,Wordie_(Harriott),0,0.13,0.26,0.17,0,0,0.05,0,0,0,0.06,0,0,0.01,0,0.01,0.02,0.01,0,0,0,0
43,Wordie_(Harriott_Headland),0,0,0.07,0.15,0,0.15,0.06,0,0,0,0.41,0.1,0.05,0,0,0.2,0.09,0.06,0.04,0.03,0.03,0
41,Wordie_(Prospect),0,0,1.49,1.63,0.52,0,0.26,0.14,0,0,0.06,0.02,0.01,0.01,0,0.02,0.01,0,0,0,0.01,0
82,Wylde,0,0,0,0,0.01,0,0,0.06,0.08,0,0,0.02,0.02,0,0,0.2,0.02,0.01,0.03,0.01,0.01,0
93,Zelee,0,0,0.2,0.2,0,0.06,0,0.12,0.2,0,0,0,0.14,0.2,0.02,1.46,1.05,0.63,0.47,0.41,0,0
15,Zubchatyy,0,0,0.01,0.06,0.18,0,0.15,0.08,0.27,0,0,0.09,0.23,0.38,0.02,0,0,0.16,0.22,0.15,0.18,0
