,Names,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Total
18,Cirque_Fjord,0.0,0.0,0.0299681496876983,0.0099893832292327,0.0,0.0599362993753967,0.0499469161461639,0.0,0.0699256826046295,0.0,0.6093523769832,0.0399575329169311,0.0099893832292327,0.0099893832292327,0.0,0.0299681496876983,0.939002023547882,0.0,0.0,0.0,0.0,0.0,1.8580252806372979
19,Hoseason,0.41,0.0,0.02,0.04,0.0,0.27,0.28,0.13,0.04,0.0,0.28,0.2499999999999999,0.13,0.0,0.2499999999999999,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.6599999999999997
20,Rund_Bay,0.0,0.0,0.1268951821657172,0.1536099573584999,0.0,0.1669673449548911,0.0,0.0,0.0,0.0066786937981956,0.0066786937981956,0.0,0.0,0.0066786937981956,0.0734656317801521,0.0467508565873695,0.0267147751927825,0.0,0.0467508565873695,0.0267147751927825,0.0400721627891738,0.0267147751927825,0.7546923991961075
21,Flatnes,1.211422935947223,0.0,0.2135509050696698,0.0960356806453203,0.0,0.38,0.3717754525348349,0.19,0.2917174147478316,0.0,0.31,0.19,0.0120118935484401,0.17,0.4896460534571909,0.0,0.0291717414747831,0.0514795437790291,0.0257397718895145,0.0051479543779029,0.02,0.0,4.05769934747174
22,Hovde,3.33,0.0,0.72,0.21,0.0,0.0,0.36,0.0,1.6999999999999995,0.0,0.0,0.0,0.07,0.0,1.2800000000000002,0.0,0.1699999999999999,0.3,0.15,0.03,0.0,0.0,8.32
23,Dalk,0.0,0.0,0.228912474371729,0.2060212269345561,0.0,0.228912474371729,0.2861405929646612,0.2632493455274883,0.2861405929646612,0.0,0.228912474371729,0.2861405929646612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.014429774471215
24,Tracy_Tremenchus,1.9630321995221096,0.0,0.0,0.9104940830798566,0.1230406558944882,0.8211631959235842,0.5826171696921659,0.9261975534559164,1.1691671457371238,0.0,0.0401430527112661,1.148830264353763,0.6132368762960455,0.6902075149149719,0.1839991543627621,1.1677625720396982,1.1572021964681007,0.8509557180207653,0.804070711561856,0.9286980310761748,0.7862803558188874,0.0,14.867098450929538
25,Underwood,6.53,2.23,6.1,3.1899999999999995,0.0,2.59,0.0,0.07,0.43,0.0,0.22,0.0,1.2700000000000002,3.3400000000000003,2.8,6.9,5.15,4.620000000000001,3.41,3.03,0.0,0.0,51.879999999999995
26,May_Glacier,0.0,0.0,1.7228485082040328,1.5137166083642366,0.6771890090050533,2.081360336500825,1.2348740752445089,1.5336339321585033,2.360202869620553,0.5776023900337219,0.0,0.0,0.6971063327993196,1.1651634419645769,0.3883878139881923,0.4083051377824585,0.8265689374620503,0.9261555564333817,1.0357008373018464,0.806651613667784,0.0,0.0,17.955467400531045
27,Liotard,0.86375793694699,0.2495300706735749,0.86375793694699,0.604630555862893,0.0287919312315663,0.2783220019051411,0.3071139331367075,0.2111408290314864,0.0,0.0,0.3934897268314065,0.259127381084097,0.1919462082104422,0.086375793694699,0.0,0.3359058643682739,0.345503174778796,0.2015435186209642,0.0287919312315663,0.0,0.0287919312315663,0.0,5.2785207257871605
28,Francais,0.0,0.96,3.18,1.83,0.0,2.34,0.0,0.5,0.0,0.0,0.4600000000000001,0.97,0.73,0.31,0.0,3.2,1.2199999999999998,0.42,0.2,1.33,0.87,0.0,18.520000000000007
29,Gillet,1.1,0.5,0.56,0.69,0.0,0.49,0.29,0.38,0.29,0.0,0.0,0.2299999999999999,0.33,0.2299999999999999,0.2299999999999999,0.0,0.1199999999999999,0.07,0.08,0.0299999999999999,0.0299999999999999,0.0,5.6499999999999995
30,SmithInlet,0.0,0.0,0.03,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.09999999999999999
31,Lillie,0.0,1.64,0.29,0.3,0.0,0.33,0.0,0.0,0.08,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.14,0.11,0.06,0.15,0.02,0.0,3.21
32,Dennistoun,0.13,1.13,0.0199999999999999,0.0199999999999999,0.0,0.03,0.0,0.0199999999999999,0.06,0.0,0.0,0.03,0.03,0.0,0.0199999999999999,0.0,0.0499999999999999,0.0199999999999999,0.0,0.0,0.0099999999999999,0.0,1.5699999999999987
33,LarsenG,1.77,0.26,0.77,0.71,0.0,0.36,0.0,2.82,0.0,0.0,0.99,0.6699999999999999,0.7,0.5700000000000001,0.0,0.27,0.33,0.28,0.25,0.16,0.15,0.0,11.059999999999999
34,Ronne,1.7699999999999998,0.3333109533692828,151.9061389512368,154.56148373407729,124.5258277383423,148.59148373407723,98.85472495230296,197.0665870391668,166.1907941683962,54.05958677964166,166.58820764827968,163.7014488665055,163.1695867796416,154.42865573620986,125.0,134.70999999999998,113.98003486757176,130.30979338982078,128.48072443325273,133.3948966949104,140.62372417372757,122.6727931302957,2774.919803770826
35,Filchner,207.6424881365349,0.0,84.40036438937616,83.29088541646992,44.429135446562896,55.70384068474579,85.38989968953588,83.34086194678099,113.35676605162426,24.028715773574177,75.45456546369029,93.2562055605021,78.91294136121799,88.86826619918801,60.20172841274427,95.77502268818124,84.35038785906508,89.08816293255684,90.98727108437843,85.58980581078022,95.23527616082148,85.40989030166028,1804.7124813699907
36,Brunt_Stancomb,64.15,9.63,32.78,33.09,20.73,16.200000000000003,21.07999999999999,13.64,44.28,0.0,24.97000000000001,17.76,28.440000000000005,30.45000000000001,17.25,9.490000000000002,15.699999999999998,20.059999999999995,21.130000000000003,21.039999999999992,24.640000000000004,0.0,486.5099999999999
37,Riiser-Larsen,25.27,6.62,10.95,9.92,0.0,6.19,6.130000000000001,5.670000000000001,10.16,0.0,7.13,2.500000000000001,6.4,9.01,3.7,0.0,6.419999999999999,3.76,4.39,4.259999999999999,6.36,3.0400000000000005,137.88000000000002
38,Quar,0.0,0.0,0.9,0.96,0.0,1.0,0.27,0.9,0.94,0.31,0.99,0.08,0.8699999999999998,0.63,0.8199999999999998,0.0,0.12,0.1,0.04,0.06,0.03,0.0,9.019999999999998
39,Ekstrom,6.806922766024214,0.5523187820045621,3.356298634010879,3.096693261212564,0.0113979852006316,0.32,2.347038907208703,2.629440250408282,3.649094604412143,0.95,1.17,2.0827959704012637,2.089522811603299,2.312055697203439,0.1177791804065272,0.0,0.9654603984019652,1.8351973136008424,2.6313979852006315,1.9637993284002109,2.240131542400561,0.0,41.12734541810072
40,Wordie_(Cape_Jeremy),0.0,0.0,0.0912061884657444,0.0456030942328722,0.0,0.0,0.0684046413493083,0.1596108298150528,0.0,0.0,0.0076005157054787,0.0456030942328722,0.0152010314109574,0.0228015471164361,0.0,0.1368092826986167,0.0076005157054787,0.0,0.0228015471164361,0.0,0.0,0.0,0.6232422878492536
41,Wordie_(Prospect),0.0,0.0,1.4802571283467278,1.6193416907417222,0.5165998031814084,0.0,0.2582999015907042,0.1390845623949945,0.0,0.0,0.0596076695978548,0.0198692231992849,0.0099346115996424,0.0099346115996424,0.0,0.0198692231992849,0.0099346115996424,0.0,0.0,0.0,0.0099346115996424,0.0,4.152667648650551
42,Wordie_(Airy_Rotz_Seller),0.0,0.8410085599524857,1.1914287932660212,0.6808164532948694,0.0,0.5506603666355562,0.3504202333135356,0.0,0.0,0.0,0.0500600333305051,0.0,0.010012006666101,0.020024013332202,0.0,0.0500600333305051,0.010012006666101,0.0,0.0,0.0,0.0,0.0,3.7545024997878826
43,Wordie_(Harriott_Headland),0.0,0.0,0.07,0.15,0.0,0.15,0.06,0.0,0.0,0.0,0.4099999999999999,0.1,0.05,0.0,0.0,0.2,0.09,0.06,0.04,0.03,0.03,0.0,1.4400000000000002
44,Wordie_(Harriott),0.0,0.1197095536141404,0.2394191072282809,0.1565432624184913,0.0,0.0,0.0460421360054386,0.0,0.0,0.0,0.0552505632065263,0.0,0.0,0.0092084272010877,0.0,0.0092084272010877,0.0184168544021754,0.0092084272010877,0.0,0.0,0.0,0.0,0.6630067584783161
45,George_VI,0.64,0.7799999999999998,7.434364734875315,7.164368199571473,0.24,5.248807639454799,5.650049478940567,7.689265290397019,1.13,0.0,1.37,0.05,0.12,0.32,0.0,0.31,0.2799999999999999,0.7,1.65,4.031401643590272,4.306586187165055,1.55,50.66484317399449
46,Bach,0.0,0.0,0.0,0.35,0.0,0.16,0.6899999999999998,0.59,0.0,0.0,0.8200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.0,0.0,2.6799999999999993
47,Verdi,0.0,0.0,0.79,0.98,0.0,0.0,0.43,0.2299999999999999,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.15,0.0399999999999999,0.0099999999999999,0.0799999999999999,0.1,0.0,2.9
48,Mendelssohn,0.38,0.09,0.31,0.33,0.0,0.0,0.07,2.75,0.0,0.0,0.55,0.0,0.07,0.16,0.0,0.2,0.0,0.03,0.1,0.03,0.09,0.0,5.160000000000001
49,Brahms,0.0,0.0,0.9000000000000001,0.58,0.23,0.0,0.23,0.22,1.13,0.0,0.0,0.0499999999999999,0.03,0.07,0.0,0.11,0.09,0.04,0.0499999999999999,0.02,0.03,0.0,3.779999999999999
50,Wilkins,0.38,0.09,2.13,4.58,0.0,0.74,5.909999999999999,6.98,0.0,0.0,0.55,0.0,0.07,0.16,0.0,0.2,0.0,0.03,0.1,1.7600000000000002,1.37,0.0,25.050000000000004
51,LarsenB,0.0,0.54,0.0,0.0,0.0,2.35,0.0,0.07,0.0,0.0,5.82,3.28,7.83,5.38,4.0600000000000005,0.0,0.58,0.0,5.54,5.43,7.140000000000001,6.52,54.53999999999999
52,Stange,6.075654133371864,0.2597996586306178,0.0,2.7978424775605,0.0,4.916208924856307,0.0,5.475777420368408,11.720961522065952,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.7194452085155572,0.289776542318766,0.1898535966916053,0.009992294562716,0.0799383565017285,0.0,32.54525013544403
53,Venable,21.92,0.0,0.0,2.8199999999999994,0.0,0.78,3.4700000000000006,3.29,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.09,0.13,0.13,0.19,0.0,38.38
54,Cosgrove,3.291409474263055,0.0,1.448546566496947,1.607082593793549,0.0,0.8833690648140219,0.14,0.8437996450209034,4.520817201173765,0.0,0.1893971877103656,0.0,0.0,0.6652636177243014,0.665177501682925,0.0,0.0297416518758709,0.0099138839586236,0.0,0.0695694197931183,0.0099138839586236,0.0,14.374001692266066
55,Pine_Island,65.53150290832129,0.0,66.77115300147639,0.0,30.73132569644235,48.39633952390287,69.64034313644026,46.106985722834125,93.93348609101248,0.0,51.035594560942805,35.769903494427695,48.4363282365853,52.2252587632449,0.0,45.80707037771597,0.0,45.45716914174475,0.0,0.0,0.0,50.57572436509494,750.4181850201862
56,Thwaites,0.3897042551737623,41.06883304523495,0.0,0.589552591160307,0.0,67.32890439386694,51.88062802210703,43.5069827442708,52.70000619965186,19.61511417707937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.827853954209609,0.0,279.90757938275465
57,Crosson,14.190821911829588,0.0,12.757451745478448,15.35693862286237,6.829393080127185,26.656338833905316,9.641764072831062,4.69394010075381,8.440378712631858,7.2148436302356656,0.0,3.5628554654247706,2.198636588291048,4.235406522862309,0.3204675729193498,0.0,8.042128154013833,6.611959436476248,7.313677104622457,9.151979728216748,5.781758251627211,4.230072703754609,157.23081223886393
58,Dotson,0.0,2.11,5.320000000000001,5.19,0.0,4.66,0.0,0.39,13.2,0.0,5.34,3.16,5.39,3.88,1.81,4.83,4.920000000000001,0.0,0.56,0.08,0.05,0.0,60.89000000000001
59,Getz_2,0.6899259857754285,0.0,0.0907797349704511,0.0726237879763609,0.0090779734970451,0.0,0.0090779734970451,0.0,0.0,0.0,0.0,0.0090779734970451,0.0,0.0,0.0,0.4629766483493006,0.4357427278581653,0.4266647543611202,0.0,0.0,0.0,0.0,2.205947559781962
60,Getz,67.07999999999997,4.23,42.23,25.53,0.01,22.38,1.7100000000000004,0.73,45.26999999999998,0.0,0.9499999999999998,1.3,1.05,40.76,8.900000000000002,0.51,22.05999999999999,1.01,0.0,0.01,0.01,0.0,285.7299999999999
61,Getz_1,2.76,0.0,0.91,0.81,0.0,0.9200000000000002,1.07,0.7299999999999999,0.32,0.0,0.95,1.07,1.0500000000000005,1.0500000000000005,1.04,0.0,0.72,0.54,0.0,0.01,0.01,0.0,13.960000000000004
62,Hull,2.7427075827407963,0.0165946178077635,0.7245632183471113,0.5320850761474339,0.1659461780776357,2.8818304311406924,0.1078650157504632,0.1790664773608074,5.236981507624637,0.23232464930869,3.617194058397283,0.6891512142097911,0.2406219582125717,0.1659461780776357,0.0496867315713912,3.850489926224968,4.564338823442605,0.0,0.3676818136282952,0.1192481557713389,0.1425000450725879,0.0298120389428347,26.656635697857332
63,Land,0.9393656391941728,0.0,1.7304103879892656,1.6611939724696945,0.0,4.251865524773624,1.62164173502994,1.4041044291112894,11.06473842377136,0.0,7.425932579313933,10.392350387295531,7.475372876113626,7.14906691723565,5.586753538365343,5.013246095488901,1.7304103879892656,0.7317163926354608,1.10746264831313,1.028358173433621,0.7613805707152766,0.0,71.07537067923909
64,Nickerson,8.406557015600052,0.0,4.143231671974311,3.943075552555263,0.0,3.19249010473383,0.0,0.0,7.075518821463378,0.0,3.0023417912857333,0.0,2.7021076121571603,2.411881238999539,2.6220451643895406,3.782950657020024,4.853785895911935,2.892255925605257,2.011569000161441,1.2109445224852458,0.8206400896181003,0.0100078059709524,53.081402869931765
65,Sulzberger,0.6599999999999999,0.0,0.7000000000000002,0.8200000000000001,0.0,0.7599999999999999,0.27,0.26,0.3500000000000001,0.0,0.72,0.0,0.1599999999999999,0.0799999999999999,0.0,0.8799999999999999,1.7299999999999998,0.0,0.1599999999999999,0.2299999999999999,0.03,0.0,7.81
66,Swinburne,2.5,0.0,1.03,1.15,0.0,1.04,0.7099999999999999,0.5500000000000002,0.94,0.0,0.0,0.0,0.08,0.27,0.0,0.16,0.93,0.0,0.11,0.11,0.0699999999999999,0.02,9.669999999999998
67,Richter,1.7800497797992545,0.6542885677099962,0.8659701631455832,0.7505074747261722,0.0,0.7408855840245545,0.0288656721048527,0.0,1.789671670500872,0.0,0.0,0.0,0.4329850815727916,0.5195820978873499,0.0673532349113231,0.0,0.2886567210485277,0.2309253768388222,0.4041194094679388,0.3175223931533805,0.163572141927499,0.0,9.034955368818917
68,Withrow,1.5522369014855917,0.9824284186617668,0.7761184507427957,0.9726041344751492,0.0,1.2575083758870615,0.0,0.5403356302639718,7.545050255322369,0.0,0.0,0.0,0.707348461436472,0.9529555661019136,0.5108627777041188,1.4638183438060324,0.5305113460773541,0.0,0.383147083278089,0.2750799572252947,0.0,0.0,18.450005702467983
69,Hamilton,0.0,0.0,0.3596703036957334,0.2897344113104519,0.0,0.2297893606944964,0.2197985189251705,0.2597618860024742,0.2397802024638223,0.0,0.3197069366184298,0.0,0.0599450506159555,0.2397802024638223,0.2098076771558445,0.0,0.0499542088466296,0.0,0.0399633670773037,0.0699358923852815,0.0499542088466296,0.0,2.637582227102045
70,Ross_West,25.27214436852145,41.667672720387166,126.61007321126644,111.18009138194788,3.2238434191198477,92.3121152388188,109.5511695796815,78.19028108236539,216.37676445458047,44.51958817915092,92.44982123138062,139.8874969682175,98.31807326596628,128.87478961928255,101.6786033727896,117.49757575302388,104.94272554902956,129.2273951068887,108.00696526145568,123.03462178617757,119.74619258248596,90.78008505441916,2203.3480891869567
71,Ross_East,91.78,27.967345983405195,111.91545762876228,76.3185037238691,2.264753481886949,100.08656560649396,110.77925497823752,82.37719986056939,204.78626355084944,52.550976262479296,94.59352032888486,141.49878125458133,104.17127147076592,124.28035232849857,102.17946721376046,120.82946476126722,102.68232365590524,129.78250676888533,110.74665593673735,116.32454502647684,124.02723930320693,95.725066367748,2227.6675154932714
72,Nordenskjold,0.8900000000000001,0.41,0.25,0.6224817516096317,0.0,0.56,0.51,0.02,0.5574452548288952,0.0,0.0,0.0624817516096317,0.0049635032192634,0.5,0.0,0.0024817516096317,1.7899999999999998,0.0,0.2824817516096317,0.1949635032192634,0.39,0.0,7.04729926770595
73,Drygalski,7.62,0.74,3.01,2.33,0.0,0.3,0.15,0.0,6.92,0.0,2.2,0.6100000000000001,3.32,2.75,0.72,0.0,1.38,1.14,1.3099999999999998,2.1,1.6,0.32,38.52
75,HarbordGlacier,0.1577118396569894,0.0,0.0420564905751971,0.1051412264379929,0.0,0.0315423679313978,0.0,0.0210282452875985,0.1261694717255915,0.0,0.0210282452875985,0.0,0.0210282452875985,0.0210282452875985,0.0315423679313978,0.0,0.0,0.0,0.073598858506595,0.0,0.1051412264379929,0.0,0.7570168303535483
76,Cheetham,0.28,0.0,0.06,0.0799999999999999,0.0,0.14,0.06,0.0399999999999999,0.0099999999999999,0.0,0.05,0.0,0.0099999999999999,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0399999999999999,0.0,0.8899999999999996
77,GeikieInlet,1.0,0.06,0.25,0.0,0.0,0.3,0.15,0.0,0.26,0.0,0.36,0.13,0.25,0.21,0.22,0.0,0.22,0.0499999999999999,0.14,0.08,0.07,0.0499999999999999,3.8
78,Campbell,0.0,0.0,0.16,0.19,0.0,0.15,0.0,0.0499999999999999,0.25,0.0,0.0,0.0,0.04,0.11,0.11,0.0,0.0,0.0,0.0,0.02,0.01,0.0,1.09
79,Tinker,0.0594596313336368,0.0099099385556061,0.0297298156668184,0.0297298156668184,0.0,0.0,0.0,0.0198198771112122,0.0495496927780307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19819877111212258
80,Aviator,0.21,0.51,0.21,0.3746782788647833,0.0,0.0705261274457623,0.0035087091485874,0.0,0.9540348365943498,0.0,0.0616956971619582,0.0,0.03,0.2181869880133707,0.38,0.0,0.0975435457429373,0.0581869880133707,0.0716956971619582,0.0411695697161958,0.0498826851753289,0.0011695697161958,3.3422786927547987
81,Fitzgerald,0.0,0.0,0.0,0.04,0.01,0.09,0.03,0.06,0.2,0.0,0.1,0.02,0.02,0.07,0.01,0.1999999999999999,0.17,0.08,0.13,0.0199999999999999,0.18,0.01,1.4399999999999997
82,Wylde,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.08,0.0,0.0,0.02,0.02,0.0,0.0,0.2,0.02,0.01,0.03,0.01,0.01,0.0,0.4700000000000001
83,Mariner,1.99,0.43,0.8,1.13,0.08,0.98,0.8400000000000001,0.5670947435267257,1.0,0.0,0.49,0.79,0.615698247842242,0.36,0.01,0.0,0.825585982737935,0.2956982478422419,0.3770947435267257,0.1656982478422419,0.3127929913689675,0.0,12.05966320468708
84,Tucker,0.25,0.0,0.12,0.13,0.0,0.13,0.0,0.04,0.16,0.0,0.17,0.16,0.12,0.0,0.07,0.0,0.34,0.01,0.01,0.0,0.0,0.0,1.71
85,Moubray,0.1599999999999999,0.69,0.1,0.1599999999999999,0.0,0.14,0.05,0.05,0.13,0.0,0.07,0.0199999999999999,0.1099999999999999,0.12,0.0,0.0,0.25,0.0399999999999999,0.05,0.0399999999999999,0.0099999999999999,0.0,2.189999999999999
86,Rennick,2.220278881824128,0.6436870694225687,1.2116757198381345,1.0073741388451374,0.0,0.9986031619859936,0.4243015809929968,0.7149160925634249,1.29,0.0,0.3773741388451375,0.5973741388451373,0.5892176735564217,0.7586031619859936,0.5700000000000001,0.0073741388451373,0.5073741388451374,0.3310612082677061,0.2,0.105530604133853,0.0806145115704281,0.0,12.635360360367331
87,Noll,0.7,0.0,0.26,0.25,0.0,0.49,0.1999999999999999,0.25,0.16,0.0,0.45,0.3400000000000001,0.52,0.38,0.36,0.0,0.27,0.0,0.0999999999999999,0.0,0.0,0.0,4.73
88,Matusevitch,13.000000000000002,0.0,0.71,1.32,0.0,3.69,0.0,3.2100000000000004,3.63,0.0,4.86,4.49,2.32,5.33,4.22,0.0,0.0,0.12,0.54,0.3,0.56,0.0,48.3
89,Slava,0.0,1.59,3.51,3.36,0.68,2.94,1.28,0.62,0.31,0.0,2.88,1.33,1.52,2.78,3.2,1.59,2.56,2.31,2.47,2.48,0.0,0.0,37.41
90,Cook,70.91,0.0,23.21,19.08,0.51,22.43,20.08,19.11,30.17,6.66,4.92,26.05,20.730000000000004,26.340000000000003,17.68,29.17,30.579999999999995,23.22,23.8,29.46,0.0,10.53,454.64
91,Mertz,15.1142006590596,5.985184367593186,6.302382088638125,6.772607495924785,0.0151690554649952,11.172832903211448,4.29642410766982,5.605973293096499,13.66,0.0,0.5663114040264886,3.3633811092999046,7.252592183796592,13.493493812943235,10.81,19.29252541653784,19.55835538173462,13.596874922243138,12.212269384994794,12.732269384994794,11.613734532358087,7.51,200.92658150358795
92,WattBay,0.0,0.0,0.13,0.12,0.0,0.12,0.0,0.15,0.5,0.0,0.16,0.0,0.08,0.07,0.12,0.0,0.31,0.09,0.09,0.06,0.0,0.0,2.0000000000000004
93,Zelee,0.0,0.0,0.1960880356933391,0.1960880356933391,0.0,0.0588264107080017,0.0,0.1176528214160034,0.1960880356933391,0.0,0.0,0.0,0.1372616249853373,0.1960880356933391,0.0196088035693339,1.4314426605613753,1.0294621873900305,0.6176773124340181,0.4608068838793469,0.4019804731713451,0.0,0.0,5.059071320888148
94,Astrolabe,1.3423292132027185,0.0,0.3068181058749071,0.0767045264687267,0.0,1.2272724234996284,0.0,0.373934566535043,1.668323450694807,0.4122868297694063,0.0479403290429542,0.0,0.2588777768319529,0.7382810672614952,0.9492185150504938,1.006746909902039,1.188920160265265,0.1534090529374535,0.0383522632343633,0.0767045264687267,0.0958806580859084,0.0095880658085908,9.97158844093448
95,PourquoiPas,1.1144496641777948,3.400992940680512,7.426461986288236,7.09020562209666,0.2882197407356365,7.753111025788624,3.256883070312693,0.0,8.079760065289012,0.0,7.829969623318125,5.649106918418477,6.215939075198561,6.715519959140332,5.81243143816867,7.714681727023871,4.304081461652173,1.9022502888552013,1.5756012493548133,0.9030885209716611,0.8454445728245339,0.0,87.8781989502956
