# 1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
1.112028142985175494e+00,8.404532418531529103e+00,-3.284201937563278939e+00,-4.463857368511311985e-01,-6.195768854197332587e+00,-5.989392021123101095e+00,-6.068034129984238412e+00,-3.043921849306892025e+00,2.163014369852402474e+00,-4.360527248943553147e+00,1.219085311889648438e+01,-9.287641574354732477e-01,-5.335835288552677191e-01,4.093727700850543272e+00,-2.618572024738087478e+00,-1.349378675222396851e+00,3.693680184728959315e+00,-1.403796113589230732e+00,1.081653556402991878e+00,-1.180476607645259080e+00,7.820727530647726411e+00,-7.630515147657955133e+00,-7.882718268562766140e-01,3.535888720961178233e+00,1.824990481138229148e+00,-8.737642457152318409e-02
-3.407002288103103460e+00,-3.737218520519408615e-02,4.997159604592757098e+00,3.120456942865116896e-03,-1.521087285637093611e+00,-4.729578485272147859e+00,-3.048928777145391233e+00,-1.450030912869525235e+00,1.406519389736720083e+00,5.948429896555503582e+00,1.802924953807483988e+01,-5.711084450808438362e+01,-2.066882912895896141e+01,1.509370285380970422e+01,-2.755817299756136762e+01,-7.958731122450394935e+00,-5.176601725491610750e+01,-2.011221854903480732e+01,-7.205621554558588882e-01,-5.135947702147744209e+00,-5.377887355197559671e+00,-2.717234227332201435e+00,-3.163299153609708814e+00,3.330886434425007092e+00,-9.841197399659590062e+00,-3.296371193907477792e+00
-2.401175975799560547e+00,-8.092528581619262695e-01,-8.059390068054199219e+00,-4.719451904296875000e+00,-3.126070499420166016e+00,-1.131376504898071289e+00,-1.413082599639892356e+00,3.454883694648742676e-01,-3.064084291458129439e+00,-4.518526077270507812e+00,-1.718662858009338379e+00,-1.605561494827270508e+00,-4.482415199279785156e+00,-2.319061994552612305e+00,8.100804686546324573e-01,-2.377277374267578125e+00,-3.369696617126464844e+00,-2.846006870269775391e+00,1.861697316169738770e+00,-5.164035558700561523e-01,-2.234708786010742188e+00,-2.698355674743652344e+00,-3.620292663574218306e+00,-1.306247830390929954e+00,-2.081418752670288086e+00,-1.885607957839965598e+00
-2.340242580267099193e+00,-3.144955341632549750e+00,2.778765518848712812e+00,-3.727034478004161766e+00,-2.565712682018056690e+00,-7.332372705753033237e+00,-7.545196518531212426e+00,1.474083529985868068e+01,1.690173290956478835e+00,-2.378449252935556313e+00,-1.626832237495825950e+00,9.777698292411288961e+00,-4.328298891507663448e+00,-2.139284764803372951e+01,1.418068185219397925e+01,-7.044851050010094262e+00,3.014548075749323885e+01,-2.638481413034292444e+01,-3.625150053546978279e-01,-3.142946707285367403e+00,3.585249584526396527e-01,-4.140040498513442024e+00,-3.041683668356675252e+00,3.733412851507847408e-01,-3.356717497683488483e-01,-3.601132537309940096e-01
-2.838368252266284752e+00,-2.528796645097954432e+00,-1.441410549851350753e+00,-1.341659759366235161e+00,-9.055081938588339652e-01,-1.147211220375327079e+00,-9.147557713264641288e-01,2.103334065786628126e-01,-4.547642524852308910e-01,9.434286979741827173e-01,-1.045836167280064011e+00,8.168657505235006333e-01,1.955654714689698537e-01,-1.242499479027681542e+00,-1.655853121779685688e+00,-6.130314601022143206e-01,-1.127876525820601245e-01,3.350245058536528986e-01,3.774952323630799134e-01,-2.371039495911708705e+00,-1.564129435738851548e+00,-1.718965727229450735e+00,5.905515419882397810e-01,-3.533622807888097683e-01,1.721960688746252632e+00,-1.493353523487268353e+00
-1.123836163910657104e+00,-1.488575498103011263e+00,-3.790286325538448908e-01,4.515582542106325037e-01,-2.673132641609013036e-04,-1.895174169597028668e-01,-1.027478109067019973e+00,-3.214146565746338058e-01,-2.645346505151292549e-01,2.223074256925247905e-01,-1.081414400623177174e+00,-7.228028284178281693e-01,-4.607939315391497426e-02,-1.249514053390151230e-01,-1.222984652327117949e+00,-9.459953134041555467e-01,-6.300292006639277576e-01,-5.417846394520956510e-01,-4.568940374759752898e-01,-2.641671419310426261e-01,-1.216683343661975947e+00,-1.719629678559867703e+00,-3.998425366344468546e-02,-3.846500185501331992e-01,-5.270298052460969940e-01,-7.128134384611066743e-01
1.113592090855148209e+00,-3.299204794477082064e-02,-3.412565185006411816e+00,-2.506407271232190537e-01,-1.823894830160452729e+00,-7.576313183735789991e-01,1.152720880451641117e+00,-1.525557516051318396e+00,2.752710479199674154e+00,8.906621356645965104e-01,-9.533358748858604681e-01,-1.929801779725798472e+00,1.978393332152149631e-01,2.858491881319190075e-01,5.282828030224884230e-01,-4.776846412840256573e-01,-6.292803765234784574e-01,-1.028371381454907141e+00,-1.629493725226437206e+00,-1.888392940508281104e+00,9.761941123452632096e-01,-3.191052068214852877e+00,-6.770765285348609996e-01,1.641679253109446790e-01,-3.119762679820340945e-01,8.580619211378845979e-01
-1.979812202846088720e+00,-2.924085408757154614e+00,-6.734459859577092145e-01,-1.032528960696011966e+00,2.114763727408796035e-01,-4.415846232251400272e-01,-1.048222151300607141e+00,1.094172934422676241e-01,-1.678722565722338689e-01,1.221173409098739032e-01,-1.017004983697439524e+00,-1.033368391369889450e+00,9.842105284356520434e-01,-6.109920224001814670e-01,-1.886397768680541542e+00,-1.340108944245021139e+00,-1.565761593148998321e+00,7.423469842890295656e-01,-3.463721981334820510e-02,3.280310097723581064e-01,-5.847734371661027497e-01,-8.222875856534032080e-01,-3.306229178998850837e-03,-4.701777314289071752e-01,-5.795542208329348410e-01,-4.830015156895692274e-01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-4.264311075271388418e+00,-6.530220363585447219e-01,-5.139350781921969258e+00,-6.119790607408821081e+00,-7.542063800076668656e+00,-7.502447993555385608e+00,-7.621029440289728285e+00,-1.313698821779097159e+01,-7.118711426448692592e+00,-4.745073203708756737e-01,-4.704281551646552373e+00,-2.428160873322811053e+00,-3.089980608957763497e+00,-9.193788996638870614e+00,-3.535759710730321803e+00,-8.670504829718728601e+00,-2.196455346119605689e+00,-9.973631082057341501e+00,-6.489155007364101557e+00,-4.887820456798275259e+00,-8.141903304977272882e+00,-4.545692742701438860e+00,-3.413206335156671489e+00,-5.333781278713649598e+00,-1.261575327266041135e+01,-8.568027069050431876e+00
-2.810624764498769679e+01,-2.184227678531166106e+01,-3.106002518375616717e+01,-4.320268802057297108e+01,-2.191096666612477151e+01,-3.826540003485720831e+01,-3.471681942372340046e+01,-6.949351392487562507e+00,-4.058063372436219396e+01,-1.547175522171318818e+01,-2.229232647077506257e+01,-8.953168575521956996e+00,-2.444238478587160301e+01,-2.840744372150189179e+01,-1.480502953767556207e+01,-2.297249922473197614e+01,-1.668836899828288267e+01,-1.810461858815355995e+01,-1.371605315971897809e+01,-2.504247468946064359e+01,-1.546292728701780739e+01,-1.564437023111372760e+01,-1.806579081282900390e+01,-2.204582732960838243e+01,-2.119175000456948865e+01,-1.977637934007900711e+01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1.314830468918693285e+01,-2.099826590364482826e+01,1.647084849083386482e+00,1.535483437314042376e+01,-1.114988792993836419e+01,-1.107623555784693181e+01,-1.115020362642805551e+01,-1.262566825667021853e+01,-1.215202465761457162e+01,-1.107883067126133625e+01,-1.201608481680247031e+01,-1.867505779921578224e+01,-1.373523877290773321e+01,-9.923857593869680471e+00,-9.220175289796614493e+00,-5.686049403045572603e+00,-5.162023847738743676e+00,-1.202667583761429526e+01,-1.080457904197593066e+01,-8.994732930721285769e+00,-1.335991064196387512e+01,-1.454361258370400378e+01,-1.523624975830495920e+01,-1.714396705337666660e+01,-1.215364505646461168e+01,-1.135849951648755152e+01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1.377383799827796296e-01,-3.715480355751915043e-01,-5.082836611166833274e-01,-1.043639096120993204e-01,-1.686390582767743895e+00,-1.601058041292523493e+00,-1.630287552400240703e+00,-1.614565974663174419e+00,-1.663514663243577552e+00,-3.501893151374090074e+00,-2.134330810440911108e+01,9.547593564061182647e+00,1.002490670464577960e+01,-3.915409297413295775e+01,-1.661532053392794239e+01,4.154347158495396286e+01,4.019145637845236507e+01,-1.334269478036061152e+01,9.443207576272211412e+00,6.849569288767977104e-01,-1.578506421031696361e+00,-1.573658043666491535e+00,4.368833477903593665e-01,-1.593226049151290000e-02,-3.917307480460121560e+00,-1.678582467730083128e+00
-1.687740758061408775e+00,-3.245142285470446808e+00,1.025709721593643042e+00,-2.346969474880200579e+00,1.877465148526683114e+00,5.781076851502974456e+00,-2.995892417581997869e-01,-1.521440105730632375e+01,-4.708147674798964566e+00,7.822672670039366061e+00,-1.144083731473898025e-01,6.424018911595614334e+00,-3.469613991207706749e-01,-2.684582016096924928e+00,8.385307314260950662e+00,2.352256175622625012e+00,-7.394534378681542286e+00,-6.896121582894955360e+00,1.426886408666658390e+00,1.213672924145423604e+00,-1.830028405167021699e+00,-5.509339337992780194e-01,-2.077505215721310527e+00,5.505533836082388000e-01,-2.302515461197439439e+00,-1.465495956675061606e+00
