,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
50,-2.425218105663886,-1.2999812333591492,-1.3779761057659325,-2.383363026636278,-3.431174222912671,-2.473490664705493,-1.0775625644075915,-1.4098524404242927,0.33861078150456236,-0.717170560409957,-1.4848103886907202,-0.6531086665935393,-0.9331897575350744,-1.696891503647742,-1.5070260055688625,-0.8582996159459524,0.008585908050107352,-1.788335483850574,-1.0050058046402868,-0.10261157696607599,-1.2974182824804112,-0.695844698111349,-1.2162000615563835,0.9856453532751362,-0.4831866889803639,-2.1818347653108052
61,-1.8232338291660608,-1.2019536514288023,-3.1425097737513403,-2.670407684266113,-6.359390311341618,-5.15947398084489,-2.6375080378412163,-4.3613828384171045,-1.9234197184058828,-4.688520537831216,-1.1749676946889098,-3.119889105158455,-2.4391502003491867,-1.7773163996711774,-4.793072005187431,-5.029858980128599,1.0507750141647956,-3.6148946484251967,-4.335759262829065,-6.8191750296897204,-3.618371325922372,-6.221340767230168,-6.418642277462556,-4.989902740552708,-1.3231761442747185,-7.51452332889628
136,-24.174001693725586,19.717388153076172,3.7655608654022217,1.2490558624267578,-3.345829486846924,-3.3142573833465576,-3.301835775375366,-1.3808811902999878,-2.050528049468994,16.966463088989258,3.301680326461792,-0.8026981353759766,-3.8676111698150635,-7.800612926483154,7.564671993255615,5.331277847290039,-12.041055679321289,3.847989082336426,9.72305965423584,-0.6738265752792358,1.5391794443130493,2.901414155960083,1.666489839553833,-1.7805935144424438,-1.7589147090911865,-0.7268860340118408
51,-1.1285845457495918,-2.022064138134979,0.0845710242320504,-0.8380034413873254,1.1039847978242432,-1.3340032558691073,-0.19611302256482782,-0.24318240130458424,2.371214366298071,-0.9291644561962751,-1.2440583719772316,0.6344075796009233,0.34355096648093536,-3.0659428922360767,-1.6127345290599986,-0.149358153395306,-4.41428020162517,3.283410027532797,3.655385171467292,0.6462088425165585,-0.8927773831693452,-0.643624543413599,0.11358040970538312,0.09478717368046442,-0.6354646184573531,0.5213735075683077
52,-4.89211130296668,-6.228742806224394,-3.436123504347173,-4.857676393163622,-6.2091257528454324,-6.010501313317046,-6.849178761730849,-5.0727019495376915,-7.141681638587881,-6.101546820331819,-6.638742243501453,-7.215541631122581,-5.89381661611417,-4.966779727583904,-5.358696897805052,-6.022623143132109,-5.800228369220471,-4.947992572018071,-5.442441030028449,-4.00442377732466,-6.540263786537823,-5.809536150727548,-6.735570249559215,-5.0471595711291055,-5.817461843360726,-4.387569708623325
62,-34.65860601164232,-40.895278709380285,-27.083525974464123,-31.762015617848423,-21.021613186022584,-34.49115212497281,-32.687794044766825,-18.95519542186167,-13.025808747743067,-26.68221610246008,-47.02340260374473,-19.75490722025016,-30.835728481075357,-33.51635127488593,-34.06981649437969,-34.06427506450755,-25.047572609825057,-41.80157421942364,-29.259009655434983,-46.78880516447326,-25.47839931705374,-29.226699043593122,-33.85955065758076,-32.32856875133282,-29.171309415564643,-31.38067079110557
63,-11.251154996545303,-10.822742365022384,-8.47332496888055,-22.826503619897426,-7.408458427928071,-16.480909954732816,-12.172528310748172,-6.047118324940362,-9.92485440804375,-4.318354926719508,-6.5680296355355186,-9.976258220971673,-8.24192452626226,-11.828211016962465,-8.30257252124609,-4.1349412791317866,0.01517410312222112,-14.39648031687763,-13.980256845509114,-15.453285734490677,-10.328355363111301,-14.396119773733085,-13.682507917275492,-8.10741540962488,-12.060775236614422,-10.727593848100483
64,-3.3931111653821917,-2.0405725253848117,-1.2697246723104505,-1.6046120813209808,-0.6054631438333886,-0.3620879494727143,-1.610564059409415,-1.5201599940222843,-0.840041320702116,-1.013243902662616,-4.230978107556905,-0.06176673150372348,-1.7753165579632433,-0.9130674875291974,-1.5798616922178108,-0.9134214229338339,-0.945524344529506,-0.08259524162733273,1.2971617398352222,-1.0963525577973126,-1.186558844571328,-1.586303373149392,-2.2348981320736385,-1.0235329622104867,-2.2862604759437213,-2.2225292300207644
65,-2.550275354141673,-1.8280860087805413,-1.934726063718135,-1.6792265402782265,-1.8489779200383403,-2.216073607052216,-2.1910706139967284,-2.8614612283669354,-2.5529077118977863,-2.17652812516649,-2.38989266821774,-1.665955158687562,-1.4785013059565173,-1.4182931424871839,-2.479198297056665,-2.3225608972535556,-1.1845021815680805,-1.195215347388082,-1.6468442816405242,-2.072528196117099,-2.4967310067280217,-3.062528090088208,-4.128469390870555,-0.8930098293038524,-2.9950712663152745,-2.836972279134791
137,,,,,,,,,,,,,,,,,,,,,,,,,,
53,-3.6054418731792275,-2.884086320507349,-2.468551878930152,-4.068515924092648,-4.463483948730595,-1.8653579049673348,-6.9690042314059095,-5.46658619443846,-4.411548700541088,-4.049332327874816,-4.1164415210503496,-7.504960459426437,-2.3964797151688795,-5.280726420155947,-6.509450649819433,-3.425256089607302,-6.059647444187358,-4.980169543833142,-4.262446599884633,-0.6104046150872393,-3.8669524664821857,-2.053004845638412,-2.829292371560941,-1.272591723364349,-4.511341165517422,-1.3499516363256565
69,3.7715186132397323,-9.918741748399846,0.8755788061077882,8.360640124149434,14.414263985373758,6.326920194886409,-6.527178356218615,-1.783682046022187,-1.597516568515421,-1.6139600240693894,-1.2862861415144322,1.354766149271993,-0.5779013700685978,-1.1939270639651576,2.0326207266504404,2.762795791678433,-0.9553281598412783,3.0555734066022433,0.6401263119894255,-2.3301364818670764,-0.8731065866360855,2.996922381225851,3.127827402528527,-1.3820031328303326,1.0148142540716607,-1.8163309456290573
70,-0.14683869631921667,-0.622581824269498,-0.453239464765005,0.018042676891587953,-0.05935243810712761,0.27775735395569817,-0.4088034758276836,-0.3268649521010757,-0.2824968841843417,-0.6240806062707409,-0.2477560758745554,0.0240170546239145,-0.03413718560538966,0.10107566916503784,-0.2575744785423857,-0.17335546312840902,-0.037084533714998306,-0.05536619459476161,0.07105566735501968,-0.1700882309278651,0.1214824697638275,-0.5478736702470798,-0.4083683026334868,0.11073147730820737,0.2684299184706275,-0.2330330735691934
71,-0.27571938157300746,-0.32144317758764895,-0.21033574890788057,-0.3860834483698557,-0.19320538576267907,-0.05017040987640248,-0.2792257206782614,-0.37633421534212663,-0.21831253912384446,-0.24854663243029765,0.0925563754672766,-0.40844097047770206,-0.3927766136820787,-0.167282251425012,-0.3158636394324604,-0.15522839006798927,-0.2927375641755053,-0.039770723356598606,-0.2074020316823855,-0.32004378026406594,-0.03342518935947895,-0.5477015692231277,-0.26438267512749586,0.043158007675792705,0.12589249552124496,-0.24457482763099983
145,-2.0926218808238066,-0.3198695116305864,-6.714562713458974,6.438094505699732,-0.18626325833861546,-0.08185643975132255,-0.9863485215652373,2.003877938114187,-18.17195797992009,0.635045243046617,-1.053561336871597,6.261693226393833,-14.496667867065758,7.63919025082742,4.708185139522757,-7.772391790984779,-1.8501884227478376,2.045227123845008,-3.0241420134421317,-5.068053781345326,2.5099403688343624,-5.614325097812119,-4.526820895492389,1.7805741833878421,-1.6103048102194142,-1.2399200878146115
54,-3.1180395950366906,-2.206712058460652,-0.5290312592379863,-0.3888272267290595,-0.42681343117694703,-4.379876743290483,-1.1678876188771552,-1.483454172739002,-6.843424828972441,2.949078653326936,-0.5462556020309466,-3.5814738045483323,-0.14588991109963734,-1.255759823145875,-2.7960995095146752,-2.9301955043731978,-3.568244330307811,-0.33869904598874856,-2.8114104638959723,-1.1296534588864469,-1.9456048109891522,-2.907991067431825,-3.0409740698445074,-1.209164271780695,-3.5855814996674202,-1.7527895560498605
55,-21.449913812213897,-20.570059081425253,-19.899726884871868,-23.21218943239789,-20.787388772918884,-19.07599040008123,-22.901829329354356,-18.525763286947427,-20.38037130194886,-21.462234706488417,-20.1282524110617,-24.789610116833874,-22.6582454874596,-24.685731740208688,-19.876569851298587,-23.834921118416133,-24.52370292324683,-19.30704191742901,-20.636665058603345,-17.018779716864017,-13.666498840523651,-17.654303294896838,-16.968275486735973,-15.354581210079463,-16.81689067962793,-17.00555666566904
56,-24.447653287316555,-32.818857769242946,-28.52048457182733,-36.06366600080069,-29.33418850945605,-31.533916581966515,-36.43281674072899,-24.82409190634268,-29.109718626998063,-30.906729480232627,-26.90325161580561,-30.538905077226776,-30.287339172924405,-37.947094261869005,-21.469058168142322,-34.97054193128112,-42.56050020261539,-32.2355974252583,-29.586394668281436,-22.60414238605975,-2.7464582033016267,-2.7709438258258823,-4.112532033978965,-1.6358432987454337,-1.4865196805001155,-2.1520104378969993
